customer_id,nome,sobrenome,sexo,compra_bike_ultimo_3_anos,Ano,Mês,Dia,cargo,categoria_cargo,segmento,possui_carro,falecido
78,Arch,Van der Kruis,Male,37,1985,março,12,Business Systems Development Analyst,Argiculture,Affluent Customer,No,N
79,Tybi,Silliman,Female,76,1968,outubro,2,Account Executive,Manufacturing,Mass Customer,No,N
80,Pablo,Small,Male,11,1978,abril,24,Data Coordiator,Entertainment,Mass Customer,No,N
81,Bee,Blazewicz,Female,58,1986,setembro,4,"",Health,High Net Worth,No,N
82,Gleda,Cokely,Female,93,1965,junho,28,Software Test Engineer III,Property,High Net Worth,No,N
83,Kerr,Simmell,Male,97,1967,fevereiro,26,Internal Auditor,IT,Mass Customer,Yes,N
84,Rich,Mathiasen,Male,78,1958,fevereiro,7,Accountant III,n/a,Mass Customer,Yes,N
85,Kane,Tixall,Male,1,1958,maio,21,Analyst Programmer,n/a,Mass Customer,No,N
86,Job,Sleney,Male,75,1989,março,4,Occupational Therapist,Health,High Net Worth,Yes,N
87,Fields,Langdon,Male,78,1974,abril,23,Editor,Financial Services,Mass Customer,No,N
88,Malynda,Tumber,Female,41,1966,fevereiro,3,Help Desk Operator,Property,High Net Worth,Yes,N
89,Benedicto,Hoxey,Male,74,1967,janeiro,22,Speech Pathologist,Health,Mass Customer,Yes,N
90,Cary,Garron,Male,76,1984,novembro,12,Quality Control Specialist,Manufacturing,Mass Customer,No,N
91,Dylan,Meaker,Male,69,1955,fevereiro,24,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,N
92,Jodee,Judkins,Female,98,1980,setembro,11,Recruiting Manager,Health,Mass Customer,No,N
93,Gordon,Gowar,Male,63,1976,julho,16,Project Manager,Retail,Mass Customer,Yes,N
94,Wallache,Simchenko,Male,33,1974,agosto,7,Civil Engineer,Manufacturing,Mass Customer,No,N
95,Nomi,Mallinder,Female,67,1960,dezembro,25,Software Engineer III,Manufacturing,Affluent Customer,Yes,N
96,Heath,Olford,Male,33,1968,agosto,31,Nuclear Power Engineer,Manufacturing,Mass Customer,No,N
97,Arne,Corain,Male,16,1979,julho,27,Community Outreach Specialist,Financial Services,Mass Customer,Yes,N
98,Allianora,Babalola,Female,19,1956,março,17,Safety Technician IV,Health,Mass Customer,No,N
99,Reggie,Mulliner,Male,97,1998,junho,13,VP Accounting,Financial Services,Mass Customer,No,N
100,Tripp,Steed,Male,80,1968,maio,11,General Manager,Financial Services,Mass Customer,Yes,N
101,Goran,Kwietek,Male,83,1975,dezembro,29,Nurse Practicioner,Manufacturing,High Net Worth,No,N
102,Langsdon,Tranfield,Male,51,1956,novembro,27,Quality Control Specialist,Manufacturing,Affluent Customer,No,N
103,Ethyl,Runham,Female,49,1997,abril,21,Product Engineer,Financial Services,Affluent Customer,Yes,N
104,Odille,Panketh,Female,40,1978,junho,6,Automation Specialist II,Health,Mass Customer,Yes,N
105,Maribeth,Pristnor,Female,25,2001,setembro,17,Recruiting Manager,Manufacturing,Mass Customer,No,N
106,Glyn,"",Male,54,1966,julho,3,Software Test Engineer III,Health,High Net Worth,Yes,N
107,Pris,Stallebrass,Female,97,1990,julho,1,Nurse Practicioner,Financial Services,Mass Customer,Yes,N
108,Kayle,Mingaud,Female,4,1994,março,14,"",n/a,High Net Worth,No,N
109,Cody,Blabey,Male,16,1978,dezembro,11,Marketing Assistant,n/a,Affluent Customer,Yes,N
110,Sascha,St. Quintin,Male,23,2000,julho,31,"",Financial Services,Affluent Customer,No,N
111,Cele,Evason,Female,65,1993,agosto,29,Analyst Programmer,n/a,Mass Customer,No,N
112,Shena,Parren,Female,88,1975,agosto,12,Marketing Manager,Retail,High Net Worth,No,N
113,Gage,Nickless,Male,67,1956,maio,6,Staff Scientist,n/a,Mass Customer,No,N
114,Sunny,Swindells,Female,10,1985,outubro,23,Teacher,Entertainment,Affluent Customer,No,N
115,Alberik,Mereweather,Male,77,1981,dezembro,21,Account Executive,Health,Mass Customer,No,N
116,Scottie,Swiffen,Male,49,1999,fevereiro,5,Assistant Professor,Manufacturing,Affluent Customer,Yes,N
117,Nance,Suttling,Female,75,1982,fevereiro,23,Marketing Manager,Manufacturing,Mass Customer,No,N
118,Prentice,Pearmain,Male,43,1959,novembro,12,Budget/Accounting Analyst IV,n/a,High Net Worth,No,N
119,Willey,Chastanet,Male,9,1981,dezembro,4,Associate Professor,n/a,High Net Worth,Yes,N
120,Sloan,Wagg,Male,80,1978,setembro,2,Legal Assistant,Financial Services,High Net Worth,Yes,N
121,Myles,Pauncefort,Male,82,1957,outubro,2,Graphic Designer,Manufacturing,Mass Customer,No,N
122,Colver,Itter,Male,87,1979,abril,19,Quality Control Specialist,Financial Services,Mass Customer,Yes,N
123,Almeta,Kalinsky,Female,85,1988,dezembro,3,Analyst Programmer,Financial Services,High Net Worth,No,N
124,Kath,Cunney,Female,27,1995,maio,3,Administrative Assistant II,Health,High Net Worth,Yes,N
125,Darrelle,Antoniewski,Female,94,1960,março,17,Computer Systems Analyst II,Property,Mass Customer,No,N
126,Norman,Cliff,Male,53,1992,outubro,15,Administrative Officer,Health,Mass Customer,Yes,N
127,Merrili,Whitear,Female,81,1974,dezembro,3,Compensation Analyst,Financial Services,Mass Customer,No,N
128,Isidro,Cypler,Male,73,1977,julho,17,Systems Administrator III,Property,Mass Customer,Yes,N
129,Weidar,Silkstone,Male,64,1985,julho,20,Financial Advisor,Financial Services,High Net Worth,Yes,N
130,Raddy,Delete,Male,32,1997,julho,18,Chemical Engineer,Manufacturing,Mass Customer,No,N
131,Jana,Renyard,Female,57,1964,outubro,16,Administrative Officer,Retail,High Net Worth,No,N
132,Celesta,Willavoys,Female,5,1963,julho,7,Web Designer I,Manufacturing,Mass Customer,Yes,N
133,Eldridge,Fiddeman,Male,12,1977,junho,13,VP Accounting,Financial Services,Mass Customer,Yes,N
134,Merna,McCulloch,Female,34,1997,agosto,1,Legal Assistant,Telecommunications,Affluent Customer,Yes,N
135,Rosalia,Sigart,Female,18,1975,janeiro,18,Internal Auditor,IT,Mass Customer,No,N
136,Mel,Bennet,Male,46,1973,maio,26,Senior Developer,Manufacturing,High Net Worth,Yes,N
137,Vaughn,Artin,Male,27,1987,novembro,21,Office Assistant II,Property,High Net Worth,No,N
138,Onofredo,Franc,Male,5,1985,abril,28,Recruiter,Financial Services,Affluent Customer,Yes,N
139,Gar,"",Male,1,1964,julho,28,Operator,Telecommunications,Affluent Customer,No,N
140,Morrie,Flaxon,Male,9,1994,maio,20,Programmer Analyst III,Manufacturing,Mass Customer,No,N
141,Townsend,Trobe,Male,67,1954,junho,25,Teacher,Financial Services,High Net Worth,Yes,N
142,Bentley,Fortesquieu,Male,57,1967,agosto,7,Quality Engineer,Health,Affluent Customer,No,N
143,Kendall,Figg,Male,19,1957,setembro,1,Operator,Argiculture,Mass Customer,Yes,N
144,Jory,Barrabeale,Gay,71,,,,Environmental Tech,IT,Mass Customer,No,N
145,Filippo,Ferrara,Male,33,1997,julho,21,Account Executive,Financial Services,Mass Customer,No,N
146,Ricoriki,Matlock,Male,34,1985,abril,8,Quality Control Specialist,Manufacturing,Mass Customer,No,N
147,Rea,Pattrick,Female,32,1973,dezembro,6,Analog Circuit Design manager,Health,Mass Customer,Yes,N
148,Jaquith,Maffey,Female,69,1981,maio,8,Programmer Analyst III,n/a,Mass Customer,Yes,N
149,Drucy,Kausche,Female,41,1995,janeiro,31,Research Nurse,Health,Mass Customer,Yes,N
150,Bradly,Crosse,Male,6,1983,agosto,23,Cost Accountant,Financial Services,Affluent Customer,No,N
151,Donnie,Brimson,Male,36,1965,janeiro,31,Marketing Manager,Manufacturing,Mass Customer,Yes,N
152,Stephana,Cardew,Female,5,1981,março,3,Compensation Analyst,Financial Services,Mass Customer,No,N
153,Lorilyn,Walshe,Female,73,1977,julho,28,Assistant Media Planner,Entertainment,Mass Customer,Yes,N
154,Faydra,Dulieu,Female,90,1958,fevereiro,13,Junior Executive,n/a,Mass Customer,No,N
155,Orran,Bogges,Male,4,1985,dezembro,28,Quality Engineer,Manufacturing,Mass Customer,No,N
156,Shayla,Rimmington,Female,23,1979,setembro,9,Cost Accountant,Financial Services,Mass Customer,Yes,N
157,Chad,Houtby,Male,97,1974,novembro,23,Financial Advisor,Financial Services,Affluent Customer,No,N
158,Hamlin,Odams,Male,99,1984,setembro,3,Internal Auditor,n/a,Affluent Customer,No,N
159,Arin,Matskevich,Male,90,1987,maio,12,Research Nurse,Health,Affluent Customer,No,N
160,Wake,Durning,Male,5,1964,julho,15,Registered Nurse,Health,Mass Customer,No,N
161,Tadd,Bloss,Male,49,1976,janeiro,21,"",n/a,Mass Customer,No,N
162,Port,Acuna,Male,90,1979,agosto,12,Nurse Practicioner,IT,Mass Customer,No,N
163,Kessia,Helder,Female,58,1976,setembro,6,Librarian,Entertainment,High Net Worth,Yes,N
164,Aarika,Van Vuuren,Female,55,1999,agosto,7,Senior Editor,Retail,Affluent Customer,Yes,N
165,Aldon,Roelofs,Male,61,1984,março,25,Administrative Officer,Argiculture,Mass Customer,Yes,N
166,Elston,Oleszczak,Male,54,1955,junho,12,Structural Analysis Engineer,Manufacturing,Affluent Customer,No,N
167,Nathalie,Tideswell,Female,95,1969,outubro,27,"",Health,High Net Worth,Yes,N
168,Reggie,Broggetti,Gay,8,,,,General Manager,IT,Affluent Customer,Yes,N
169,Alfy,Bruhnke,Male,20,1957,outubro,19,Data Coordiator,Telecommunications,High Net Worth,Yes,N
170,Jammal,Gever,Male,80,1975,junho,2,Pharmacist,Health,High Net Worth,No,N
171,Halli,Davidoff,Female,62,1970,dezembro,4,Assistant Manager,Manufacturing,Mass Customer,No,N
172,Hilton,Carney,Male,54,1988,setembro,12,Editor,Manufacturing,Affluent Customer,Yes,N
173,Ebba,Hanselmann,Female,99,1997,janeiro,2,General Manager,Health,Affluent Customer,No,N
174,Catie,Tosspell,Female,93,1989,novembro,26,Food Chemist,Health,Mass Customer,No,N
175,Templeton,Hambrook,Male,36,1975,novembro,28,Quality Engineer,Manufacturing,Affluent Customer,No,N
176,Angelo,Clayal,Male,39,1992,abril,13,Accountant I,Property,Mass Customer,No,N
177,Ondrea,Pablos,Female,25,1989,novembro,9,Professor,Financial Services,High Net Worth,No,N
178,Matthieu,Bertelmot,Male,2,1967,abril,3,"",n/a,Affluent Customer,No,N
179,Esteban,Sewill,Male,23,1966,maio,11,Environmental Tech,Manufacturing,High Net Worth,Yes,N
180,Trisha,Neasham,Female,16,1971,setembro,17,Web Designer III,Argiculture,Affluent Customer,No,N
181,Pavla,Braunle,Female,49,1982,novembro,21,Senior Editor,Manufacturing,Mass Customer,No,N
182,Lydon,Dahlman,Male,99,1992,novembro,20,Sales Associate,Financial Services,Affluent Customer,Yes,N
183,Dannie,Hissie,Female,7,1997,agosto,5,Geologist III,Retail,Affluent Customer,No,N
184,Nappie,Paolo,Male,40,1971,dezembro,13,Marketing Manager,Manufacturing,High Net Worth,Yes,N
185,Crosby,Walcot,Male,80,1979,dezembro,13,"",Property,Mass Customer,Yes,N
186,Mireielle,Jeppe,Female,46,1974,maio,6,Software Test Engineer I,Financial Services,Mass Customer,No,N
187,Pincas,Ather,Male,97,1954,janeiro,28,Structural Engineer,n/a,Mass Customer,No,N
188,Audry,Seine,Female,54,1975,junho,22,Safety Technician II,Property,High Net Worth,Yes,N
189,Umberto,Torricella,Male,73,1981,julho,19,Safety Technician I,Financial Services,Affluent Customer,No,N
190,Hayley,Girardengo,Female,42,1979,fevereiro,4,Registered Nurse,Health,Affluent Customer,No,N
191,Christopher,Heining,Male,22,1960,abril,27,Help Desk Operator,n/a,Affluent Customer,Yes,N
192,Goldi,Osler,Female,2,1978,novembro,19,Junior Executive,Health,Mass Customer,Yes,N
193,Foss,Hardes,Male,13,1964,julho,22,Recruiting Manager,Manufacturing,Mass Customer,Yes,N
194,Ursala,Ferrai,Female,4,1974,novembro,16,Web Developer III,Financial Services,Affluent Customer,No,N
195,Talyah,Rylatt,Female,34,1958,novembro,14,Project Manager,Manufacturing,Mass Customer,No,N
196,Swen,Odhams,Male,90,1966,fevereiro,22,Programmer Analyst II,Manufacturing,High Net Worth,No,N
197,Avis,"",Female,32,1977,janeiro,27,"",n/a,High Net Worth,No,N
198,Vanya,Gumb,Female,82,1981,novembro,29,Assistant Media Planner,Entertainment,Mass Customer,No,N
199,Verla,Alven,Female,61,1978,fevereiro,13,Junior Executive,Health,Mass Customer,Yes,N
200,Hube,Weald,Male,7,1957,fevereiro,4,Physical Therapy Assistant,Property,Affluent Customer,Yes,N
201,Salem,Huie,Male,45,1966,abril,20,Design Engineer,Manufacturing,Mass Customer,Yes,N
202,Audie,Pillinger,Female,38,1963,junho,24,Librarian,Entertainment,Affluent Customer,Yes,N
203,Donovan,Conry,Male,71,1964,janeiro,13,Senior Quality Engineer,Argiculture,Mass Customer,Yes,N
204,Thorny,Hackworth,Male,56,1976,outubro,1,Editor,Financial Services,Mass Customer,No,N
205,Rolfe,Kellard,Male,18,1958,dezembro,1,Administrative Assistant II,Financial Services,Mass Customer,Yes,N
206,Mari,Chevolleau,Female,98,1954,julho,19,Statistician I,n/a,Mass Customer,Yes,N
207,Adena,Whyman,Female,9,1994,agosto,10,"",n/a,Mass Customer,No,N
208,Rutter,Excell,Male,57,1994,outubro,31,Office Assistant III,Property,High Net Worth,No,N
209,Udall,Bellard,Male,9,1957,agosto,28,Analog Circuit Design manager,n/a,Affluent Customer,Yes,N
210,Albrecht,Thomasson,Male,50,1963,novembro,18,Assistant Manager,Property,Mass Customer,No,N
211,Beitris,"",Female,6,1974,março,4,VP Marketing,Manufacturing,Mass Customer,Yes,N
212,Nanice,Ellse,Female,21,2001,novembro,19,Desktop Support Technician,IT,Affluent Customer,No,N
213,Lockwood,Exroll,Male,13,1996,maio,14,Actuary,Financial Services,High Net Worth,Yes,N
214,Jeramie,Cellier,Male,82,1957,novembro,29,Food Chemist,Health,Mass Customer,No,N
215,Debera,Foxworthy,Female,37,1974,junho,24,Assistant Professor,Retail,High Net Worth,Yes,N
216,Cinderella,Parcall,Female,12,1995,janeiro,12,Quality Engineer,Financial Services,High Net Worth,Yes,N
217,Jeralee,Quartly,Female,63,1979,dezembro,9,"",Manufacturing,High Net Worth,No,N
218,Stefa,Dunnan,Female,37,1993,agosto,6,Administrative Officer,Property,High Net Worth,Yes,N
219,Markus,Mughal,Male,9,1964,novembro,25,Database Administrator III,Health,Mass Customer,No,N
220,Jeniffer,Apark,Female,79,1954,maio,10,Electrical Engineer,Manufacturing,High Net Worth,No,N
221,Mara,Bloore,Female,14,1980,março,10,Tax Accountant,Manufacturing,Mass Customer,No,N
222,Nev,Larive,Male,89,1978,setembro,3,Clinical Specialist,Health,Mass Customer,No,N
223,Ossie,Meaton,Male,13,1983,novembro,26,VP Sales,n/a,Affluent Customer,Yes,N
224,Morgun,Girvan,Male,2,1967,dezembro,3,Compensation Analyst,Financial Services,Affluent Customer,No,N
225,Brittaney,Pring,Female,84,1977,março,11,Pharmacist,Health,Affluent Customer,No,N
226,Bondie,Letty,Male,96,1977,novembro,11,Database Administrator IV,Manufacturing,Mass Customer,No,N
227,Wendall,McKeand,Male,99,1973,agosto,14,Accountant I,Entertainment,Mass Customer,No,N
228,Lucia,Pickervance,Female,59,1986,maio,25,Systems Administrator II,Manufacturing,High Net Worth,No,N
229,Vaughn,Lambis,Male,30,1966,março,6,"",Property,High Net Worth,No,N
230,Maegan,Scyone,Female,74,1954,junho,24,Internal Auditor,Property,High Net Worth,No,N
231,Basile,Winsor,Male,48,1995,agosto,5,Design Engineer,Financial Services,Mass Customer,Yes,N
232,Zaria,Koeppke,Female,94,1987,novembro,11,Professor,Retail,Mass Customer,No,N
233,Art,Barwell,Male,34,1986,agosto,8,Environmental Tech,Property,Mass Customer,No,N
234,Mead,Alpes,Female,71,1969,agosto,12,Chief Design Engineer,Retail,High Net Worth,No,N
235,Leona,Phateplace,Female,30,1976,dezembro,26,Social Worker,Health,Mass Customer,No,N
236,Tybalt,Gillingwater,Male,79,1954,outubro,30,Research Nurse,Health,Affluent Customer,No,N
237,Reginald,Dartan,Male,18,1974,março,7,Account Coordinator,Property,High Net Worth,Yes,N
238,Max,Bilborough,Male,54,1984,fevereiro,4,Programmer III,n/a,Mass Customer,Yes,N
239,Wells,Pressman,Male,62,1992,dezembro,13,Registered Nurse,Health,Affluent Customer,No,N
240,Gavin,Fawks,Male,49,1989,julho,28,Administrative Assistant III,IT,High Net Worth,Yes,N
241,Quillan,Duigan,Male,94,1987,maio,9,Quality Engineer,Entertainment,Mass Customer,No,N
242,Taite,Droghan,Male,17,1992,março,20,Nurse,Property,Affluent Customer,No,N
243,Barbara,Croxley,Female,94,1976,setembro,2,Teacher,Manufacturing,High Net Worth,Yes,N
244,Germayne,Sperry,Male,57,1974,novembro,25,"",Retail,Affluent Customer,No,N
245,Noell,Grahlmans,Female,6,2001,setembro,26,Associate Professor,Financial Services,Affluent Customer,No,N
246,Binny,Whight,Female,63,1991,fevereiro,28,Technical Writer,Manufacturing,High Net Worth,No,N
247,Kristal,Joysey,Female,62,1983,maio,6,Staff Accountant II,Financial Services,High Net Worth,Yes,N
248,Inger,Eskell,Female,76,1978,abril,15,Clinical Specialist,Health,Affluent Customer,Yes,N
249,D'arcy,Slay,Male,65,1992,setembro,13,Quality Control Specialist,IT,High Net Worth,No,N
250,Kristofer,"",Male,53,1988,abril,15,Legal Assistant,Health,Mass Customer,Yes,N
251,Mala,"",Female,88,1977,dezembro,24,VP Sales,Financial Services,Affluent Customer,Yes,N
252,Anthea,Ruskin,Female,39,1983,janeiro,24,Account Coordinator,Property,Mass Customer,Yes,N
253,Amalee,Choak,Female,82,1997,maio,11,Food Chemist,Health,Mass Customer,Yes,N
254,Barbie,Rubi,Female,98,1961,setembro,22,Information Systems Manager,Retail,Mass Customer,No,N
255,Keeley,Kruger,Female,2,1954,janeiro,15,Desktop Support Technician,IT,Mass Customer,No,N
256,Linell,Beadle,Female,16,1975,maio,7,Director of Sales,Health,High Net Worth,Yes,N
257,Marissa,"",Female,70,1966,fevereiro,8,Sales Associate,Manufacturing,Affluent Customer,Yes,N
258,Othella,Keher,Female,24,1992,maio,3,Administrative Officer,Manufacturing,High Net Worth,No,N
259,Venita,Dymick,Female,70,1983,julho,22,Senior Developer,Health,High Net Worth,Yes,N
260,Farand,Marriner,Female,47,1979,agosto,30,Senior Quality Engineer,Health,High Net Worth,Yes,N
261,Marve,Pryn,Male,74,1977,outubro,15,Structural Engineer,n/a,Mass Customer,No,N
262,Cordie,Petrelli,Male,97,1977,dezembro,23,"",Health,High Net Worth,Yes,N
263,Tonia,Leigh,Female,89,1985,novembro,19,Dental Hygienist,Health,High Net Worth,No,N
264,Jedd,Spiby,Male,31,1977,dezembro,7,Technical Writer,Health,Mass Customer,No,N
265,Pennie,Stoile,Male,74,1965,outubro,5,Sales Representative,Retail,High Net Worth,Yes,N
266,Lelia,Garatty,Female,69,1989,julho,19,Account Executive,Retail,Affluent Customer,No,N
267,Edgar,Buckler,Gay,53,,,,"",IT,High Net Worth,No,N
268,Kacie,Kidston,Female,60,1978,outubro,18,Chemical Engineer,Manufacturing,Mass Customer,No,N
269,Zacherie,Grindley,Male,55,1954,setembro,19,Nurse Practicioner,Property,Mass Customer,Yes,N
270,Auberta,Roundtree,Female,38,1970,dezembro,10,Budget/Accounting Analyst III,n/a,Mass Customer,Yes,N
271,Doll,Burtwell,Female,51,1991,fevereiro,13,Financial Advisor,Financial Services,Mass Customer,No,N
272,Arlie,Crean,Female,22,1987,junho,6,Product Engineer,Retail,Mass Customer,Yes,N
273,Nevile,Abraham,Male,54,1963,abril,22,Computer Systems Analyst IV,n/a,Mass Customer,No,N
274,Tessi,Hesse,Female,66,1976,setembro,15,Social Worker,Health,Mass Customer,Yes,N
275,Dud,"",Male,7,1955,julho,27,VP Sales,Health,High Net Worth,No,N
